year,breau,type,h_count,a_count,s_count
88,全區,全種類,30712,19133,11339
89,全區,全種類,34554,19514,11894
90,全區,全種類,43522,22419,13422
91,全區,全種類,44125,24663,11854
92,全區,全種類,43883,25186,10325
93,全區,全種類,46814,27649,10957
94,全區,全種類,56349,33256,14780
95,全區,全種類,49887,31604,16539
96,全區,全種類,40641,31433,21053
97,全區,全種類,35368,29610,21543
98,全區,全種類,30348,25756,20774
99,全區,全種類,27234,23808,19075
100,全區,全種類,23864,21025,17216
101,全區,全種類,21495,19057,15339
102,全區,全種類,20328,17790,15627
103,全區,全種類,20169,17953,15563
103,桃園分局,全種類,4803,3476,3064
103,大園分局,全種類,1020,941,916
103,大溪分局,全種類,1179,1180,1094
103,中壢分局,全種類,4747,3410,2622
103,楊梅分局,全種類,1135,966,797
103,平鎮分局,全種類,1635,1512,1518
103,龜山分局,全種類,1701,1310,1103
103,八德分局,全種類,1642,1185,730
103,龍潭分局,全種類,1162,1120,794
103,蘆竹分局,全種類,1145,1105,1041
103,其他,全種類,0,1748,1884
88,全區,普通竊盜,3341,1571,1480
89,全區,普通竊盜,5107,1310,1292
90,全區,普通竊盜,8844,2045,2033
91,全區,普通竊盜,9060,3226,2331
92,全區,普通竊盜,8183,2523,1935
93,全區,普通竊盜,8268,2231,1817
94,全區,普通竊盜,13541,3179,2263
95,全區,普通竊盜,12676,3227,2294
96,全區,普通竊盜,7373,3692,2608
97,全區,普通竊盜,5429,3208,2788
98,全區,普通竊盜,4298,2828,2342
99,全區,普通竊盜,4069,3077,2607
100,全區,普通竊盜,3756,2904,2319
101,全區,普通竊盜,4075,3327,2588
102,全區,普通竊盜,3400,2708,2655
103,全區,普通竊盜,3038,2515,2282
103,桃園分局,普通竊盜,807,639,577
103,大園分局,普通竊盜,142,113,111
103,大溪分局,普通竊盜,170,159,154
103,中壢分局,普通竊盜,513,352,274
103,楊梅分局,普通竊盜,260,223,255
103,平鎮分局,普通竊盜,226,230,263
103,龜山分局,普通竊盜,270,208,198
103,八德分局,普通竊盜,263,232,121
103,龍潭分局,普通竊盜,244,177,156
103,蘆竹分局,普通竊盜,143,141,136
103,其他,普通竊盜,0,41,37
88,全區,重大竊盜,83,50,57
89,全區,重大竊盜,70,34,23
90,全區,重大竊盜,64,29,47
91,全區,重大竊盜,52,17,29
92,全區,重大竊盜,35,17,39
93,全區,重大竊盜,18,14,26
94,全區,重大竊盜,27,10,29
95,全區,重大竊盜,37,21,39
96,全區,重大竊盜,31,17,29
97,全區,重大竊盜,18,18,60
98,全區,重大竊盜,15,12,27
99,全區,重大竊盜,6,4,8
100,全區,重大竊盜,12,7,13
101,全區,重大竊盜,13,8,22
102,全區,重大竊盜,4,4,7
103,全區,重大竊盜,4,4,6
103,桃園分局,重大竊盜,0,0,0
103,大園分局,重大竊盜,1,0,0
103,大溪分局,重大竊盜,2,2,5
103,中壢分局,重大竊盜,0,0,0
103,楊梅分局,重大竊盜,0,0,0
103,平鎮分局,重大竊盜,0,0,0
103,龜山分局,重大竊盜,1,2,1
103,八德分局,重大竊盜,0,0,0
103,龍潭分局,重大竊盜,0,0,0
103,蘆竹分局,重大竊盜,0,0,0
103,其他,重大竊盜,0,0,0
88,全區,汽車竊盜,5566,3341,482
89,全區,汽車竊盜,5872,3317,617
90,全區,汽車竊盜,6097,3753,558
91,全區,汽車竊盜,6766,4737,432
92,全區,汽車竊盜,7660,6302,400
93,全區,汽車竊盜,8109,6290,535
94,全區,汽車竊盜,8781,6864,600
95,全區,汽車竊盜,5829,4746,347
96,全區,汽車竊盜,4373,3386,231
97,全區,汽車竊盜,4050,3375,408
98,全區,汽車竊盜,2384,1869,353
99,全區,汽車竊盜,2031,1654,364
100,全區,汽車竊盜,1552,1212,279
101,全區,汽車竊盜,1355,1121,231
102,全區,汽車竊盜,1089,915,220
103,全區,汽車竊盜,1011,823,250
103,桃園分局,汽車竊盜,75,44,35
103,大園分局,汽車竊盜,71,71,18
103,大溪分局,汽車竊盜,73,64,14
103,中壢分局,汽車竊盜,164,92,23
103,楊梅分局,汽車竊盜,158,171,39
103,平鎮分局,汽車竊盜,78,62,47
103,龜山分局,汽車竊盜,149,105,20
103,八德分局,汽車竊盜,94,58,22
103,龍潭分局,汽車竊盜,116,123,12
103,蘆竹分局,汽車竊盜,33,17,6
103,其他,汽車竊盜,0,16,14
88,全區,機車竊盜,14913,8424,1335
89,全區,機車竊盜,14978,8168,1111
90,全區,機車竊盜,17348,8801,1063
91,全區,機車竊盜,17703,10196,943
92,全區,機車竊盜,16710,10004,926
93,全區,機車竊盜,17298,11659,785
94,全區,機車竊盜,15640,12616,844
95,全區,機車竊盜,12186,11249,783
96,全區,機車竊盜,8412,7597,496
97,全區,機車竊盜,7280,6477,485
98,全區,機車竊盜,5472,4887,474
99,全區,機車竊盜,5105,4457,416
100,全區,機車竊盜,4266,3839,317
101,全區,機車竊盜,3853,3623,321
102,全區,機車竊盜,3224,2864,329
103,全區,機車竊盜,3068,2707,288
103,桃園分局,機車竊盜,774,571,72
103,大園分局,機車竊盜,98,84,12
103,大溪分局,機車竊盜,87,114,16
103,中壢分局,機車竊盜,980,815,54
103,楊梅分局,機車竊盜,195,164,7
103,平鎮分局,機車竊盜,211,227,44
103,龜山分局,機車竊盜,270,217,30
103,八德分局,機車竊盜,247,178,11
103,龍潭分局,機車竊盜,113,226,8
103,蘆竹分局,機車竊盜,93,94,15
103,其他,機車竊盜,0,17,19
88,全區,贓物,78,72,82
89,全區,贓物,51,38,59
90,全區,贓物,61,54,63
91,全區,贓物,68,48,52
92,全區,贓物,43,26,27
93,全區,贓物,47,35,26
94,全區,贓物,66,32,31
95,全區,贓物,69,49,53
96,全區,贓物,66,50,50
97,全區,贓物,116,64,50
98,全區,贓物,134,124,124
99,全區,贓物,183,198,145
100,全區,贓物,342,353,196
101,全區,贓物,300,289,183
102,全區,贓物,147,142,147
103,全區,贓物,146,133,139
103,桃園分局,贓物,33,23,28
103,大園分局,贓物,9,11,28
103,大溪分局,贓物,8,9,11
103,中壢分局,贓物,26,22,6
103,楊梅分局,贓物,12,10,11
103,平鎮分局,贓物,10,5,7
103,龜山分局,贓物,11,16,15
103,八德分局,贓物,14,9,1
103,龍潭分局,贓物,13,13,15
103,蘆竹分局,贓物,10,15,17
103,其他,贓物,0,0,0
88,全區,賭博,520,521,1340
89,全區,賭博,265,264,734
90,全區,賭博,131,130,493
91,全區,賭博,179,177,436
92,全區,賭博,168,167,396
93,全區,賭博,120,117,214
94,全區,賭博,200,199,324
95,全區,賭博,405,401,629
96,全區,賭博,630,643,940
97,全區,賭博,523,530,786
98,全區,賭博,463,454,801
99,全區,賭博,421,404,695
100,全區,賭博,419,383,762
101,全區,賭博,281,254,464
102,全區,賭博,243,208,408
103,全區,賭博,270,243,492
103,桃園分局,賭博,55,51,116
103,大園分局,賭博,27,18,47
103,大溪分局,賭博,17,14,38
103,中壢分局,賭博,60,58,91
103,楊梅分局,賭博,4,0,0
103,平鎮分局,賭博,32,37,64
103,龜山分局,賭博,21,24,52
103,八德分局,賭博,28,22,40
103,龍潭分局,賭博,16,11,17
103,蘆竹分局,賭博,10,6,18
103,其他,賭博,0,2,9
88,全區,重傷害,0,0,0
89,全區,重傷害,6,5,6
90,全區,重傷害,1,1,1
91,全區,重傷害,5,5,6
92,全區,重傷害,5,4,4
93,全區,重傷害,2,1,2
94,全區,重傷害,2,1,0
95,全區,重傷害,1,1,1
96,全區,重傷害,7,7,9
97,全區,重傷害,0,0,0
98,全區,重傷害,2,1,1
99,全區,重傷害,1,1,2
100,全區,重傷害,5,5,5
101,全區,重傷害,4,3,13
102,全區,重傷害,1,1,2
103,全區,重傷害,1,1,2
103,桃園分局,重傷害,0,0,0
103,大園分局,重傷害,0,0,0
103,大溪分局,重傷害,0,0,0
103,中壢分局,重傷害,0,0,0
103,楊梅分局,重傷害,0,0,0
103,平鎮分局,重傷害,1,1,2
103,龜山分局,重傷害,0,0,0
103,八德分局,重傷害,0,0,0
103,龍潭分局,重傷害,0,0,0
103,蘆竹分局,重傷害,0,0,0
103,其他,重傷害,0,0,0
88,全區,一般傷害,0,0,0
89,全區,一般傷害,223,175,226
90,全區,一般傷害,471,321,417
91,全區,一般傷害,371,233,315
92,全區,一般傷害,254,139,188
93,全區,一般傷害,202,99,134
94,全區,一般傷害,412,204,255
95,全區,一般傷害,504,226,277
96,全區,一般傷害,446,338,417
97,全區,一般傷害,167,138,180
98,全區,一般傷害,143,96,118
99,全區,一般傷害,113,91,139
100,全區,一般傷害,113,99,111
101,全區,一般傷害,150,140,247
102,全區,一般傷害,84,73,97
103,全區,一般傷害,105,90,124
103,桃園分局,一般傷害,3,1,1
103,大園分局,一般傷害,3,4,15
103,大溪分局,一般傷害,2,1,1
103,中壢分局,一般傷害,6,4,4
103,楊梅分局,一般傷害,9,5,19
103,平鎮分局,一般傷害,2,1,1
103,龜山分局,一般傷害,9,4,5
103,八德分局,一般傷害,30,26,25
103,龍潭分局,一般傷害,4,2,2
103,蘆竹分局,一般傷害,37,37,41
103,其他,一般傷害,0,5,10
88,全區,詐欺,362,133,109
89,全區,詐欺,743,191,173
90,全區,詐欺,1482,111,128
91,全區,詐欺,2212,124,141
92,全區,詐欺,2924,168,135
93,全區,詐欺,3368,648,497
94,全區,詐欺,4145,1401,938
95,全區,詐欺,3895,1771,1286
96,全區,詐欺,2926,2197,1586
97,全區,詐欺,2630,2649,2530
98,全區,詐欺,2843,2673,2471
99,全區,詐欺,1974,1872,1624
100,全區,詐欺,1259,1217,1196
101,全區,詐欺,928,840,967
102,全區,詐欺,861,593,637
103,全區,詐欺,821,697,666
103,桃園分局,詐欺,231,206,135
103,大園分局,詐欺,33,35,71
103,大溪分局,詐欺,44,38,49
103,中壢分局,詐欺,165,83,75
103,楊梅分局,詐欺,16,15,15
103,平鎮分局,詐欺,95,97,136
103,龜山分局,詐欺,69,59,64
103,八德分局,詐欺,105,95,18
103,龍潭分局,詐欺,32,21,16
103,蘆竹分局,詐欺,31,27,28
103,其他,詐欺,0,21,59
88,全區,背信,0,0,0
89,全區,背信,0,0,0
90,全區,背信,0,0,0
91,全區,背信,0,0,0
92,全區,背信,0,0,0
93,全區,背信,0,0,0
94,全區,背信,3,2,2
95,全區,背信,5,0,0
96,全區,背信,20,0,0
97,全區,背信,4,1,0
98,全區,背信,11,4,5
99,全區,背信,10,3,3
100,全區,背信,5,3,2
101,全區,背信,8,0,0
102,全區,背信,6,1,1
103,全區,背信,7,5,8
103,桃園分局,背信,2,0,0
103,大園分局,背信,0,1,2
103,大溪分局,背信,0,0,0
103,中壢分局,背信,1,1,0
103,楊梅分局,背信,0,1,2
103,平鎮分局,背信,0,0,0
103,龜山分局,背信,2,0,0
103,八德分局,背信,1,1,2
103,龍潭分局,背信,0,0,0
103,蘆竹分局,背信,1,1,2
103,其他,背信,0,0,0
88,全區,妨害自由,61,49,62
89,全區,妨害自由,98,74,98
90,全區,妨害自由,128,85,119
91,全區,妨害自由,114,66,85
92,全區,妨害自由,103,48,68
93,全區,妨害自由,90,49,73
94,全區,妨害自由,160,82,130
95,全區,妨害自由,176,95,179
96,全區,妨害自由,184,142,209
97,全區,妨害自由,90,88,115
98,全區,妨害自由,117,79,103
99,全區,妨害自由,123,89,112
100,全區,妨害自由,140,113,123
101,全區,妨害自由,128,110,125
102,全區,妨害自由,106,98,113
103,全區,妨害自由,108,98,105
103,桃園分局,妨害自由,4,0,0
103,大園分局,妨害自由,3,3,4
103,大溪分局,妨害自由,4,4,13
103,中壢分局,妨害自由,10,5,7
103,楊梅分局,妨害自由,8,9,10
103,平鎮分局,妨害自由,1,1,1
103,龜山分局,妨害自由,5,3,3
103,八德分局,妨害自由,43,42,29
103,龍潭分局,妨害自由,7,2,3
103,蘆竹分局,妨害自由,23,23,23
103,其他,妨害自由,0,6,12
88,全區,故意殺人,84,76,107
89,全區,故意殺人,92,86,133
90,全區,故意殺人,100,88,143
91,全區,故意殺人,137,122,223
92,全區,故意殺人,103,98,169
93,全區,故意殺人,63,59,94
94,全區,故意殺人,96,89,140
95,全區,故意殺人,80,79,173
96,全區,故意殺人,67,66,114
97,全區,故意殺人,75,75,115
98,全區,故意殺人,75,79,157
99,全區,故意殺人,65,64,104
100,全區,故意殺人,51,52,108
101,全區,故意殺人,50,50,73
102,全區,故意殺人,55,52,92
103,全區,故意殺人,38,36,58
103,桃園分局,故意殺人,12,10,16
103,大園分局,故意殺人,0,0,0
103,大溪分局,故意殺人,1,1,1
103,中壢分局,故意殺人,10,10,13
103,楊梅分局,故意殺人,3,3,4
103,平鎮分局,故意殺人,4,4,13
103,龜山分局,故意殺人,2,2,1
103,八德分局,故意殺人,4,3,2
103,龍潭分局,故意殺人,1,1,3
103,蘆竹分局,故意殺人,1,1,1
103,其他,故意殺人,0,1,4
88,全區,過失殺人,0,0,0
89,全區,過失殺人,1,1,1
90,全區,過失殺人,2,2,2
91,全區,過失殺人,3,3,3
92,全區,過失殺人,1,1,1
93,全區,過失殺人,3,3,2
94,全區,過失殺人,3,3,3
95,全區,過失殺人,6,6,5
96,全區,過失殺人,6,6,6
97,全區,過失殺人,5,5,5
98,全區,過失殺人,1,1,3
99,全區,過失殺人,0,0,0
100,全區,過失殺人,0,0,0
101,全區,過失殺人,0,0,0
102,全區,過失殺人,0,0,0
103,全區,過失殺人,0,0,0
103,桃園分局,過失殺人,0,0,0
103,大園分局,過失殺人,0,0,0
103,大溪分局,過失殺人,0,0,0
103,中壢分局,過失殺人,0,0,0
103,楊梅分局,過失殺人,0,0,0
103,平鎮分局,過失殺人,0,0,0
103,龜山分局,過失殺人,0,0,0
103,八德分局,過失殺人,0,0,0
103,龍潭分局,過失殺人,0,0,0
103,蘆竹分局,過失殺人,0,0,0
103,其他,過失殺人,0,0,0
88,全區,駕駛過失,23,23,23
89,全區,駕駛過失,34,33,38
90,全區,駕駛過失,61,61,62
91,全區,駕駛過失,10,9,10
92,全區,駕駛過失,28,26,25
93,全區,駕駛過失,13,11,10
94,全區,駕駛過失,48,45,47
95,全區,駕駛過失,148,146,145
96,全區,駕駛過失,218,216,217
97,全區,駕駛過失,68,67,68
98,全區,駕駛過失,53,51,50
99,全區,駕駛過失,38,36,37
100,全區,駕駛過失,90,89,87
101,全區,駕駛過失,71,69,69
102,全區,駕駛過失,45,43,47
103,全區,駕駛過失,65,63,66
103,桃園分局,駕駛過失,0,0,0
103,大園分局,駕駛過失,2,2,2
103,大溪分局,駕駛過失,0,0,0
103,中壢分局,駕駛過失,9,8,9
103,楊梅分局,駕駛過失,5,5,6
103,平鎮分局,駕駛過失,0,0,0
103,龜山分局,駕駛過失,6,6,6
103,八德分局,駕駛過失,9,8,8
103,龍潭分局,駕駛過失,1,1,1
103,蘆竹分局,駕駛過失,33,33,34
103,其他,駕駛過失,0,0,0
88,全區,妨害婚姻及家庭,73,73,130
89,全區,妨害婚姻及家庭,51,50,85
90,全區,妨害婚姻及家庭,57,54,95
91,全區,妨害婚姻及家庭,38,33,53
92,全區,妨害婚姻及家庭,28,26,44
93,全區,妨害婚姻及家庭,15,11,18
94,全區,妨害婚姻及家庭,27,25,34
95,全區,妨害婚姻及家庭,28,23,32
96,全區,妨害婚姻及家庭,43,37,61
97,全區,妨害婚姻及家庭,28,23,37
98,全區,妨害婚姻及家庭,27,23,41
99,全區,妨害婚姻及家庭,23,17,24
100,全區,妨害婚姻及家庭,13,7,8
101,全區,妨害婚姻及家庭,19,8,6
102,全區,妨害婚姻及家庭,11,10,13
103,全區,妨害婚姻及家庭,21,17,20
103,桃園分局,妨害婚姻及家庭,4,0,0
103,大園分局,妨害婚姻及家庭,3,2,2
103,大溪分局,妨害婚姻及家庭,2,1,1
103,中壢分局,妨害婚姻及家庭,1,0,0
103,楊梅分局,妨害婚姻及家庭,1,3,3
103,平鎮分局,妨害婚姻及家庭,0,0,0
103,龜山分局,妨害婚姻及家庭,3,3,4
103,八德分局,妨害婚姻及家庭,3,4,3
103,龍潭分局,妨害婚姻及家庭,1,1,2
103,蘆竹分局,妨害婚姻及家庭,3,3,5
103,其他,妨害婚姻及家庭,0,0,0
88,全區,妨害風化,159,144,199
89,全區,妨害風化,205,183,267
90,全區,妨害風化,320,303,397
91,全區,妨害風化,283,263,342
92,全區,妨害風化,259,232,260
93,全區,妨害風化,172,116,157
94,全區,妨害風化,191,117,183
95,全區,妨害風化,220,132,205
96,全區,妨害風化,407,296,363
97,全區,妨害風化,754,397,506
98,全區,妨害風化,479,294,464
99,全區,妨害風化,334,283,394
100,全區,妨害風化,274,229,340
101,全區,妨害風化,201,176,268
102,全區,妨害風化,169,152,236
103,全區,妨害風化,144,129,161
103,桃園分局,妨害風化,64,61,84
103,大園分局,妨害風化,2,3,3
103,大溪分局,妨害風化,0,2,2
103,中壢分局,妨害風化,27,21,22
103,楊梅分局,妨害風化,2,1,1
103,平鎮分局,妨害風化,26,23,27
103,龜山分局,妨害風化,11,6,9
103,八德分局,妨害風化,8,6,6
103,龍潭分局,妨害風化,1,1,1
103,蘆竹分局,妨害風化,3,4,5
103,其他,妨害風化,0,1,1
88,全區,一般強制性交,127,104,97
89,全區,一般強制性交,91,71,64
90,全區,一般強制性交,125,109,100
91,全區,一般強制性交,137,104,97
92,全區,一般強制性交,154,138,133
93,全區,一般強制性交,132,108,94
94,全區,一般強制性交,128,110,94
95,全區,一般強制性交,191,178,160
96,全區,一般強制性交,223,216,205
97,全區,一般強制性交,224,233,220
98,全區,一般強制性交,197,189,176
99,全區,一般強制性交,171,171,170
100,全區,一般強制性交,92,93,79
101,全區,一般強制性交,54,44,42
102,全區,一般強制性交,26,23,24
103,全區,一般強制性交,27,27,27
103,桃園分局,一般強制性交,0,0,0
103,大園分局,一般強制性交,1,1,1
103,大溪分局,一般強制性交,1,1,1
103,中壢分局,一般強制性交,10,10,9
103,楊梅分局,一般強制性交,0,0,0
103,平鎮分局,一般強制性交,3,3,3
103,龜山分局,一般強制性交,9,9,10
103,八德分局,一般強制性交,1,1,1
103,龍潭分局,一般強制性交,1,1,1
103,蘆竹分局,一般強制性交,1,1,1
103,其他,一般強制性交,0,0,0
88,全區,共同強制性交,4,4,9
89,全區,共同強制性交,2,2,6
90,全區,共同強制性交,3,4,9
91,全區,共同強制性交,6,6,10
92,全區,共同強制性交,5,5,14
93,全區,共同強制性交,5,5,12
94,全區,共同強制性交,11,10,20
95,全區,共同強制性交,7,4,12
96,全區,共同強制性交,16,16,38
97,全區,共同強制性交,7,8,18
98,全區,共同強制性交,7,7,21
99,全區,共同強制性交,7,6,12
100,全區,共同強制性交,3,4,13
101,全區,共同強制性交,4,4,18
102,全區,共同強制性交,1,1,2
103,全區,共同強制性交,1,1,2
103,桃園分局,共同強制性交,0,0,0
103,大園分局,共同強制性交,0,0,0
103,大溪分局,共同強制性交,0,0,0
103,中壢分局,共同強制性交,0,0,0
103,楊梅分局,共同強制性交,0,0,0
103,平鎮分局,共同強制性交,1,1,2
103,龜山分局,共同強制性交,0,0,0
103,八德分局,共同強制性交,0,0,0
103,龍潭分局,共同強制性交,0,0,0
103,蘆竹分局,共同強制性交,0,0,0
103,其他,共同強制性交,0,0,0
88,全區,對幼性交,0,0,0
89,全區,對幼性交,28,26,25
90,全區,對幼性交,32,21,22
91,全區,對幼性交,28,22,21
92,全區,對幼性交,55,50,48
93,全區,對幼性交,32,34,30
94,全區,對幼性交,26,21,17
95,全區,對幼性交,30,26,25
96,全區,對幼性交,37,34,35
97,全區,對幼性交,43,38,36
98,全區,對幼性交,46,42,41
99,全區,對幼性交,48,50,51
100,全區,對幼性交,42,38,41
101,全區,對幼性交,12,10,10
102,全區,對幼性交,18,15,15
103,全區,對幼性交,9,9,10
103,桃園分局,對幼性交,1,0,0
103,大園分局,對幼性交,1,1,1
103,大溪分局,對幼性交,1,1,1
103,中壢分局,對幼性交,1,0,0
103,楊梅分局,對幼性交,1,1,1
103,平鎮分局,對幼性交,1,0,0
103,龜山分局,對幼性交,1,1,2
103,八德分局,對幼性交,1,0,0
103,龍潭分局,對幼性交,1,0,0
103,蘆竹分局,對幼性交,0,0,0
103,其他,對幼性交,0,5,5
88,全區,性交猥褻,0,0,0
89,全區,性交猥褻,37,31,33
90,全區,性交猥褻,77,61,61
91,全區,性交猥褻,52,36,35
92,全區,性交猥褻,67,41,32
93,全區,性交猥褻,35,26,26
94,全區,性交猥褻,38,32,30
95,全區,性交猥褻,62,35,33
96,全區,性交猥褻,62,45,41
97,全區,性交猥褻,60,49,51
98,全區,性交猥褻,77,72,76
99,全區,性交猥褻,80,73,72
100,全區,性交猥褻,135,124,123
101,全區,性交猥褻,174,150,157
102,全區,性交猥褻,111,103,98
103,全區,性交猥褻,101,98,85
103,桃園分局,性交猥褻,20,5,5
103,大園分局,性交猥褻,4,3,3
103,大溪分局,性交猥褻,6,3,3
103,中壢分局,性交猥褻,12,0,0
103,楊梅分局,性交猥褻,6,2,3
103,平鎮分局,性交猥褻,8,2,2
